"","tax_name","ExrNTC_S49","LibNTC_S51","WP2-001_S1","WP2-002_S2","WP2-003_S3","WP2-004_S4","WP2-005_S5","WP2-006_S6","WP2-007_S7","WP2-008_S8","WP2-009_S9","WP2-010_S10","WP2-011_S11","WP2-012_S12","WP2-013_S13","WP2-014_S14","WP2-016_S16","WP2-017_S17","WP2-018_S18","WP2-019_S19","WP2-020_S20","WP2-021_S21","WP2-022_S22","WP2-023_S23","WP2-024_S24","WP2-025_S25","WP2-026_S26","WP2-027_S48","WP2-029_S29","WP2-030_S30","WP2-031_S31","WP2-032_S32","WP2-033_S33","WP2-034_S34","WP2-035_S35","WP2-036_S36","WP2-037_S37","WP2-038_S38","WP2-039_S39","WP2-040_S40","WP2-041_S41","WP2-042_S42","WP2-043_S43","WP2-044_S44","WP2-045_S45","WP2-046_S46"
"267","Ictidomys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
"268","Idaea",0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Ischnura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,72,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Isoperla",0,0,0,0,83,0,0,0,0,0,0,0,106,0,0,111,0,0,0,0,0,0,0,0,0,0,56,0,74,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","Ixodes",0,0,0,0,0,0,0,0,0,0,0,0,93,0,50,80,0,0,0,0,0,0,0,0,0,0,0,0,62,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Jaculus",0,0,0,0,0,57,0,0,0,0,0,51,0,0,78,0,0,0,0,0,0,0,0,0,0,54,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0
"273","Labrus",0,0,0,0,0,0,0,0,0,81,223,133,0,100,0,0,0,0,0,0,0,82,97,0,0,82,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0
"274","Lacanobia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Lagenorhynchus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,55,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Lagopus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Lampris",0,0,54,0,66,56,0,0,0,0,57,60,0,0,0,0,0,0,0,0,0,71,0,0,0,59,56,0,0,0,0,0,0,51,0,0,0,60,0,0,0,0,85,0,0,0
"278","Laothoe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
"279","Larimichthys",0,0,0,0,0,0,0,0,0,0,0,0,93,0,82,0,0,0,0,0,0,51,0,0,0,0,63,0,126,191,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0
"280","Lasioglossum",0,0,0,0,0,0,0,0,0,0,0,0,109,0,180,142,0,0,0,0,0,0,0,0,0,0,79,0,143,614,0,0,0,0,0,0,0,0,0,0,0,74,75,0,82,0
"281","Lasius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Lateolabrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Lepeophtheirus",0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Lepidonotus",0,0,0,0,0,0,0,0,52,0,101,52,183,55,67,125,0,0,0,0,88,58,73,74,0,160,67,0,61,295,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
"285","Leptonychotes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Leptopilina",0,0,0,0,0,0,0,0,0,0,50,0,135,0,0,133,0,0,0,0,0,0,0,0,0,75,117,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Leucania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Leucoraja",0,0,50,0,61,0,0,0,55,0,0,0,89,0,0,0,0,0,0,0,0,51,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Leuctra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Limenitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Limnephilus",0,0,75,0,94,0,0,0,58,64,80,102,245,83,186,219,0,0,0,0,58,87,91,51,0,116,173,0,196,381,67,0,0,0,0,0,0,0,0,0,0,89,101,0,0,0
"292","Limnoperna",0,0,0,0,0,0,0,0,0,0,0,55,61,0,95,196,61,0,0,0,0,0,0,0,0,87,156,0,281,83,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0
"293","Limulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Lineus",0,0,0,0,79,0,111,93,133,205,499,815,794,257,353,332,0,0,0,0,162,632,450,77,0,372,523,0,289,224,0,0,0,0,0,0,58,0,0,0,92,0,79,0,0,0
"295","Lithophane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Littorina",0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,59,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Lochmaea",0,0,0,0,0,0,0,0,0,0,0,0,88,0,75,0,0,0,0,0,0,0,0,0,0,0,77,0,68,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Lottia",0,0,654,55,0,0,0,0,0,0,0,65,107,0,75,115,0,1098,0,0,0,0,0,0,0,53,63,0,123,0,1159,699,113,903,0,0,0,0,0,0,0,0,63,150,50,0
"299","Lucilia",0,0,0,0,777,0,0,0,0,0,0,0,106,0,72,119,0,0,0,0,0,53,0,0,0,0,74,0,83,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Luidia",0,0,98,76,81,0,120,88,102,87,86,111,280,0,129,0,53,0,0,0,104,70,99,86,0,105,133,0,159,532,56,0,0,0,0,0,75,0,0,0,0,0,80,0,0,0
"301","Lumbricus",0,0,205,83,253,77,108,68,67,74,145,163,497,92,285,875,116,81,80,77,102,252,101,118,0,247,414,0,449,1324,100,72,94,104,102,265,66,58,0,68,67,108,213,0,82,0
"302","Luperina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","Lutra",0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","Lytechinus",0,0,0,0,0,0,57,0,58,53,83,112,280,0,98,210,0,0,0,0,0,113,91,0,0,150,176,0,172,296,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0
"305","Macaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Macrobrachium",0,0,54,0,84,94,91,0,53,64,71,92,340,54,190,408,64,0,0,0,74,103,84,75,0,112,163,0,315,469,0,0,51,68,69,82,0,85,0,0,0,54,122,0,0,0
"307","Macropis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Macrosteles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,66,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Malaya",0,0,0,0,0,0,0,0,0,0,0,0,83,0,76,120,0,0,0,0,0,0,0,0,0,0,65,0,63,270,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
"310","Maniola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Marmota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"312","Marthasterias",0,0,0,0,0,0,0,0,0,0,87,0,110,0,77,190,0,0,0,0,0,0,50,0,0,104,192,0,126,315,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0
"313","Mastomys",0,0,0,0,56,0,0,0,0,0,0,56,0,0,71,0,0,0,0,0,0,57,0,0,0,62,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
"314","Megachile",0,0,66,0,0,0,0,0,0,0,54,0,107,0,82,153,0,62,0,0,0,58,0,0,0,69,125,0,96,322,0,0,0,67,0,0,0,0,0,0,0,54,103,0,0,0
"315","Megalopta",0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Melanargia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Melanostigma",0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0,0,0,0,0,0,0,0,0,0,62,101,0,188,324,0,0,0,0,0,0,0,0,0,0,0,80,338,247,67,0
"318","Meleagris",0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Meles",0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,330,0,0,0,0,0,65,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Melinaea",0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Meliscaeva",0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Melitaea",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Membranipora",0,0,1213,1189,2039,1734,4194,3654,4304,6196,9007,18891,20435,2799,6497,8671,53,223,1119,748,3279,5116,11231,3524,751,5975,4593,1435,3371,3653,153,126,312,670,562,594,1721,802,562,580,468,328,809,449,63,0
"324","Mercenaria",0,0,0,0,60,0,107,0,65,89,111,186,466,82,328,443,93,0,65,0,158,293,176,111,0,270,409,0,451,263,0,0,50,63,0,71,104,63,0,57,93,79,394,0,60,65
"325","Meriones",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Mesocricetus",0,0,0,0,0,72,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,62,0,0,0
"327","Metridium",0,0,171,100,736,1028,1249,720,965,1517,2017,1740,5007,177,359,0,182,56,330,174,405,493,285,253,67,895,591,0,1200,628,66,66,130,151,270,381,4166,1614,2667,687,65,54,162,213,299,105
"328","Microcebus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Microplitis",0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,56,0,0,0,0,0,0,0,0,0,0,64,0,89,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Microtus",0,0,74,0,65,81,0,0,0,53,63,77,0,0,124,0,0,0,57,0,59,84,71,0,0,83,119,0,0,0,51,0,0,0,0,80,0,0,0,0,0,0,84,0,0,0
"331","Miltochrista",0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Mimachlamys",0,0,0,0,63,0,0,0,0,0,56,82,190,93,301,0,0,0,0,0,57,99,120,65,0,293,397,0,332,113,0,0,0,0,0,0,0,0,0,0,0,256,496,469,0,0
"333","Mimumesa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Mirounga",0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Misgurnus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Mizuhopecten",0,0,0,0,56,0,0,0,0,0,0,166,150,0,98,333,0,0,0,0,0,161,60,0,0,83,151,0,162,135,0,0,0,0,0,0,0,0,0,0,0,56,140,0,0,0
"337","Modiolus",0,0,0,0,0,0,0,0,0,0,0,66,0,0,129,337,98,0,0,0,0,0,0,0,0,121,249,0,321,124,0,0,0,0,0,0,0,0,0,0,0,73,380,60,0,0
"338","Molgula",0,0,102,75,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Molossus",0,0,0,0,0,0,0,0,0,0,0,51,0,0,64,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Monodelphis",0,0,54,74,101,102,90,58,56,71,81,100,0,0,183,0,74,0,0,0,55,121,70,0,0,85,101,0,0,0,60,0,52,69,81,62,57,78,0,0,0,50,121,0,0,0
"341","Monomorium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Montipora",0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Mugil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Mus",0,0,168,137,178,183,164,92,103,126,182,206,533,99,392,614,168,104,118,115,126,213,198,124,0,243,364,68,421,627,134,70,112,129,154,147,90,124,55,61,80,112,220,0,128,0
"345","Musotima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Mustela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,71,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Mya",0,0,0,0,50,0,57,0,51,0,50,252,368,0,136,247,335,0,50,0,0,582,62,0,0,85,139,0,535,740,0,0,0,55,60,99,92,0,0,0,68,117,476,0,261,501
"348","Myopa",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Myotis",0,0,72,0,84,99,0,0,0,60,78,84,0,0,142,0,69,0,0,50,60,84,76,57,0,90,139,0,0,0,0,0,0,0,0,0,58,53,0,0,0,0,113,0,0,0
"350","Myripristis",0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Myrrha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Mythimna",0,0,0,0,0,0,0,0,0,53,55,0,139,0,81,96,0,0,0,0,0,0,0,0,0,52,85,0,103,220,0,0,0,0,0,0,0,93,0,0,0,0,0,0,52,0
"353","Mytilus",0,0,447,439,553,148,422,308,404,412,434,2140,943,468,2438,5046,1962,144,197,220,297,3619,1114,601,307,2353,3784,346,6914,1606,312,152,680,843,642,440,458,302,153,158,892,1225,4948,2766,1083,461
"354","Myxocyprinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Nannospalax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Napeogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","Nasonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Nebria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Nematopogon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Nematostella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Nemotelus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0
"362","Nemoura",0,0,53,0,0,0,0,0,0,0,0,0,83,0,73,163,0,0,0,0,0,0,0,0,0,0,86,0,78,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Nemurella",0,0,55,0,0,0,0,0,0,0,0,0,125,0,55,204,0,0,0,0,0,0,0,0,0,63,74,0,84,672,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
"364","Neodiprion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Neomonachus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Neoneuromus",0,0,0,0,0,0,0,0,0,0,0,0,100,0,60,0,0,0,0,0,0,0,0,0,0,0,58,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Neostethus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Nephrocerus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","Netelia",0,0,0,0,0,0,0,0,0,0,0,0,61,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,52,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Nibea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,69,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Nilaparvata",0,0,0,0,0,0,0,0,0,0,0,0,79,0,59,87,0,0,0,0,0,0,0,0,0,0,56,0,50,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Nipponia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
"373","Noctua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","Nomada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","Nomia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Notodromas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Notolabrus",0,0,0,0,74,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"378","Notothenia",0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,75,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Nyctereutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Nycticebus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","Nymphula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Nysson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"383","Ochotona",0,0,61,0,0,0,0,0,0,0,0,68,0,0,97,0,0,0,0,0,0,65,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Octodon",0,0,0,0,0,0,0,0,0,0,70,66,0,0,103,0,0,0,0,0,0,60,60,0,0,62,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0
"385","Octopus",0,0,293,152,281,173,175,116,157,172,208,309,1084,171,611,1327,203,135,171,157,184,451,266,261,64,403,654,88,1139,1718,179,113,166,192,208,309,122,124,53,106,127,465,408,0,307,57
"386","Ocypus",0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,72,0,0,0,0,0,204,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Odobenus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","Odontocerum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Odontomachus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Oegoconia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Oikopleura",0,0,61,51,84,112,273,202,332,347,648,796,2017,341,1165,1745,165,0,74,94,354,594,446,478,118,1070,1318,119,1667,1099,0,0,53,120,96,113,212,152,70,227,196,254,1109,482,74,0
"392","Oligia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Oncorhynchus",0,0,393,171,449,302,284,182,193,247,367,436,0,211,317,0,415,220,229,197,241,598,337,275,82,573,599,111,0,64,288,206,232,303,328,274,192,245,64,111,134,197,520,0,433,89
"394","Onychomys",0,0,75,0,84,52,51,0,0,59,62,68,210,0,111,97,0,0,0,0,53,89,67,53,0,74,131,0,212,314,50,0,0,51,63,51,0,0,0,0,0,0,81,0,0,0
"395","Operophtera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Ophion",0,0,0,0,64,56,0,0,0,0,0,0,123,0,82,54,0,0,0,0,0,57,0,0,0,74,77,0,115,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","Ophonus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Oppia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Oppiella",0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
